Number of Records Retrieved: 10180,,,,,,,,,,,,,,,,,,,,,
STOCKING_EVENT_RECORD_NUM,RECORD_STATUS,STOCKING_YEAR,DESTINATION_WATERBODY_LID,DESTINATION_WATERBODY_NAME,INVENTORY_COMMENTS,STOCKING_COMMENTS,MARKING_COMMENTS,,,,,,,,,,,,,,
24025,APPROVED,2010,17-4006-49280,"Huron, L.",,Stocking Site lat 44 08.116 long 81 09.334 LOBIES PARK,,,,,,,,,,,,,,,
24026,APPROVED,2010,17-4006-49280,"Huron, L.",,Stocking Site lat 44 08.116 long 81 09.334 LOBIES PARK,,,,,,,,,,,,,,,
24030,APPROVED,2010,17-6521-49919,Pine L.,,Stocked at Buck's Dock by Pine Lake Cottage Association.,,,,,,,,,,,,,,,
24033,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
25603,APPROVED,2011,17-4006-49280,"Huron, L.",,at night to avoid bird predation,,,,,,,,,,,,,,,
25604,APPROVED,2011,17-4006-49280,"Huron, L.",,at night to avoid bird predation,,,,,,,,,,,,,,,
25615,APPROVED,2011,17-7415-48483,"Ontario, L.",,,CONFIRM OTHER TAG SERIES APPLIED (4-5 SERIES IN TOTAL),,,,,,,,,,,,,,
25741,APPROVED,2011,17-4006-49280,"Huron, L.",,boat site lat 44 51.280 long 080 57.770,,,,,,,,,,,,,,,
25742,APPROVED,2011,17-4006-49280,"Huron, L.",,boat site lat 44 49.249 long 081 00.816,,,,,,,,,,,,,,,
25743,APPROVED,2011,17-4006-49280,"Huron, L.",,boat site lat 44 48.734 long 081 01.938,,,,,,,,,,,,,,,
25745,APPROVED,2011,17-3986-50757,"Kagawong, L.",,Summer pond fingerlings size .3 grams /fish,,,,,,,,,,,,,,,
23655,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 23.142 long 080 30.893,,,,,,,,,,,,,,,
23864,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at The Grange Sideroad Bridge
Bagged fish, students helped stock part of load",,,,,,,,,,,,,,,
23865,APPROVED,2010,17-7415-48483,"Ontario, L.",,Stocked at Inglewood Bridge,,,,,,,,,,,,,,,
23866,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Fork Park/Meadow
Bagged stocked 11:15 to 15:30",,,,,,,,,,,,,,,
23867,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Black Creek 6th Line
Bagged stocked 10:45 to 13:45",,,,,,,,,,,,,,,
24034,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24035,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24036,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24037,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24038,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24039,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24040,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24041,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24042,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,,,,,,,,,,,,,,,,
24043,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTOROUS,Stocking Site lat 44 26.376 long 81 24.080 CHINOOK HATCHERY HEAD POND,,,,,,,,,,,,,,,
24009,APPROVED,2010,17-6460-49213,Beaver R.,46 fish stocked at 1.5 inches after 75 days,,,,,,,,,,,,,,,,
24010,APPROVED,2010,17-6460-49213,Beaver R.,5.5 inches in length (no weight provided),,,,,,,,,,,,,,,,
24433,APPROVED,2011,17-7008-49507,Concession L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24434,APPROVED,2011,17-7139-50042,Fourcorner L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24435,APPROVED,2011,17-6740-49978,Kabakwa L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24436,APPROVED,2011,17-6862-50035,Klaxon L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24437,APPROVED,2011,17-6749-49712,Little Bob L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24438,APPROVED,2011,17-7067-49878,Loon L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24440,APPROVED,2011,17-6756-49720,North Pigeon L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24441,APPROVED,2011,17-6703-49682,Sheldon L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24442,APPROVED,2011,17-6648-49788,Rainy L.,Fish were 15 cm long.  Eggs collected from Halls Lake,AKA South Anson Lake,,,,,,,,,,,,,,,
24443,APPROVED,2011,17-7201-49873,Wilbermere L.,Fish were 15 cm long.  Eggs collected from Halls Lake,,,,,,,,,,,,,,,,
24444,APPROVED,2011,17-7080-50094,Percy L.,Fish were 15 cm long.  Eggs collected from Kingscote Lake broodstock,,,,,,,,,,,,,,,,
24445,APPROVED,2011,17-7051-50160,Beanpole L.,Fish were 15 cm long.  Fingerlings received from White Lake previous fall for final grow-out and stocking,,,,,,,,,,,,,,,,
24446,APPROVED,2011,17-7214-49821,Buckskin L.,Fish were 15 cm long.  Fingerlings received from White Lake previous fall for final grow-out and stocking,,,,,,,,,,,,,,,,
24447,APPROVED,2011,17-7177-49923,Clement L.,Fish were 15 cm long.  Fingerlings received from White Lake previous fall for final grow-out and stocking,,,,,,,,,,,,,,,,
24448,APPROVED,2011,17-7050-50153,Coburn L.,Fish were 15 cm long.  Fingerlings received from White Lake previous fall for final grow-out and stocking,,,,,,,,,,,,,,,,
24449,APPROVED,2011,17-7088-49899,Little Dudmon L.,Fish were 15 cm long.  Fingerlings received from White Lake previous fall for final grow-out and stocking,,,,,,,,,,,,,,,,
24450,APPROVED,2011,17-7088-49899,Little Dudmon L.,Fish were 15 cm long.  Fingerlings received from White Lake previous fall for final grow-out and stocking,Second stocking due to surplus fish,,,,,,,,,,,,,,,
23868,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Dominion Street Forks of the Credit
Bagged stocked 11:00 to 13:45",,,,,,,,,,,,,,,
23869,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Duffins Creek Sideline 32, same trailer load as Sideline 34
Bagged stocked 10:30 to 12:30",,,,,,,,,,,,,,,
23870,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Duffins Creek Sideline 34, same trailer load as Sideline 32
Bagged stocked 13:18 to 15:00",,,,,,,,,,,,,,,
23872,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Ganatsekiagon Creek Tillings Road, same trailer load as Mitchell Creek
Bagged stocked 14:40 to 15:50",,,,,,,,,,,,,,,
23873,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Claremont Field Centre, same trailer load as Durham Board of Ed
Bagged stocked 10:15 to14:00",,,,,,,,,,,,,,,
23874,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Durham Board of Education Outdoor Centre, same trailer load as Claremont Bagged stocked 14:15 to 15:30",,,,,,,,,,,,,,,
23875,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Pickering Museum in Greenwood
Bagged stocked 10:45 to 15:00",,,,,,,,,,,,,,,
23876,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Forks Park/Stuck Truck Reach
Bagged stocked 11:00 to 13:48",,,,,,,,,,,,,,,
23877,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Dale Road
Bagged stocked 11:00 to 13:30",,,,,,,,,,,,,,,
23878,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Black Creek 15th Sideroad, same trailer load as 17th Sideroad
Bagged stocked 10:45 to 11:45",,,,,,,,,,,,,,,
23880,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Black Creek 17th Sideroad, same trailer load as 15th Sideroad
Bagged stocked 12:30 to 14:30",,,,,,,,,,,,,,,
23881,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Belfountain CA, Minister's Event
Bagged stocked 11:00 to 15:00",,,,,,,,,,,,,,,
23882,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at Ellie's Ice Cream Parlour
Bagged stocked 10:38 to 13:00",,,,,,,,,,,,,,,
23884,APPROVED,2008,17-6588-47698,Welland R.,Fish were about 2.5 inches long,Stocking date was estimated.,,,,,,,,,,,,,,,
23885,APPROVED,2008,17-6588-47698,Welland R.,Fish were estimated to be 4 to 4.5 inches long.,Stocking date was estimated.,,,,,,,,,,,,,,,
23886,APPROVED,2009,17-6588-47698,Welland R.,Fish were about 1.5 to 3 inches long.,,,,,,,,,,,,,,,,
23887,APPROVED,2010,17-6588-47698,Welland R.,Fish were about 1.75 to 2.5 inches long.,,,,,,,,,,,,,,,,
24852,APPROVED,2011,17-7260-48700,Cobourg Br.,,Upstream of Ball's Mill,,,,,,,,,,,,,,,
23889,APPROVED,2010,17-7415-48483,"Ontario, L.",,Stocked at Inglewood Bridge,,,,,,,,,,,,,,,
23890,APPROVED,2010,17-7415-48483,"Ontario, L.",,Stocked at Terra Cotta Inn,,,,,,,,,,,,,,,
23891,APPROVED,2010,17-7415-48483,"Ontario, L.",,Stocked at Paulynn Park,,,,,,,,,,,,,,,
23892,APPROVED,2010,17-7415-48483,"Ontario, L.",,Stocked at Danforth Bridge,,,,,,,,,,,,,,,
23893,APPROVED,2010,17-7415-48483,"Ontario, L.",,Stocked in Glen Williams at bridge,,,,,,,,,,,,,,,
23894,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at 5th Concession Bridge East Duffins
Same trailer load as Lac Sainte Jean fish Lot 218C",,,,,,,,,,,,,,,
23352,APPROVED,2010,17-7205-49996,Straggle L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23353,APPROVED,2010,17-7202-50014,Little Straggle L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23354,APPROVED,2010,17-7212-50015,George L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23355,APPROVED,2010,17-7205-49983,South Burton L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23356,APPROVED,2010,17-7159-49996,Allen L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23357,APPROVED,2010,17-7158-49978,Big Barnum L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23358,APPROVED,2010,17-7175-50004,East L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23360,APPROVED,2010,17-7234-50011,Moose L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23361,APPROVED,2010,17-7235-50004,Long L.,Fish were 6 - 9 inches in length,,,,,,,,,,,,,,,,
23809,APPROVED,2010,17-4006-49280,"Huron, L.","Collected a total of 60,000 eggs.  Estimated they released 53,000 fingerlings.",,,,,,,,,,,,,,,,
23810,APPROVED,2010,17-4006-49280,"Huron, L.","Collected a total of 60,000 eggs.  Estimated they released 53,000 fingerlings.",,,,,,,,,,,,,,,,
23811,APPROVED,2010,17-4006-49280,"Huron, L.","Collected a total of 60,000 eggs.  Estimated they released 53,000 fingerlings.",,,,,,,,,,,,,,,,
23812,APPROVED,2010,17-4006-49280,"Huron, L.","Collected a total of 60,000 eggs.  Estimated they released 53,000 fingerlings.",,,,,,,,,,,,,,,,
23813,APPROVED,2010,17-4006-49280,"Huron, L.","Collected a total of 60,000 eggs.  Estimated they released 53,000 fingerlings.",,,,,,,,,,,,,,,,
23814,APPROVED,2010,17-4006-49280,"Huron, L.","Collected a total of 60,000 eggs.  Estimated they released 53,000 fingerlings.",,,,,,,,,,,,,,,,
23372,APPROVED,2010,17-4006-49280,"Huron, L.",eggs from Tarentorus Hatchery,,,,,,,,,,,,,,,,
23373,APPROVED,2010,17-4006-49280,"Huron, L.",eggs from Tarentorus Hatchery,,,,,,,,,,,,,,,,
23374,APPROVED,2010,17-4006-49280,"Huron, L.","These were fished raised in public viewing pond caught during annual kids training day.  Fish mixture of 1 to 4 year old fish.  (numbers split by age to records 26377 (31 fish), 26378 (31), 26379 (30), 23374(30)). Largest fish was 10,000 grams.",,,,,,,,,,,,,,,,
23375,APPROVED,2010,17-4006-49280,"Huron, L.","These fish were raised in public viewing ponds.  They were caught during annual kids training day.  The fish are a mixture of 1 to 4 years old.  Largest fish was 10000 grams.
Separated into 4 stocking records by ages of 12 months (11 fish) record #23375; 24 (11) #26383; 36 (11) #26384;and 48 (10) #26382.",,,,,,,,,,,,,,,,
23377,APPROVED,2010,17-4006-49280,"Huron, L.",eggs collected Dec 09 and Jan 10,,,,,,,,,,,,,,,,
23378,APPROVED,2010,17-4006-49280,"Huron, L.",Eggs collected Dec 09 and Jan 10,,,,,,,,,,,,,,,,
23379,APPROVED,2010,17-4006-49280,"Huron, L.",Eggs collected Dec 09 and Jan 10,,,,,,,,,,,,,,,,
23380,APPROVED,2010,17-4006-49280,"Huron, L.","Eggs collected Apr 15, 2009 Age changed from 20 to 17 months to match 23382 & 23381",,,,,,,,,,,,,,,,
23381,APPROVED,2010,17-4006-49280,"Huron, L.","Eggs collected Apr 15, 2009",,,,,,,,,,,,,,,,
23382,APPROVED,2010,17-4006-49280,"Huron, L.","Eggs collected Apr 15, 2009",,,,,,,,,,,,,,,,
23818,APPROVED,2010,17-6588-47698,Welland R.,Fish were 1.5 to 4.5 inches long.,,,,,,,,,,,,,,,,
23816,APPROVED,2010,17-6237-48321,Humber R.,eggs sourced from Tarentorous FCS.,Stocking site listed as Coffey creek - Mt. Pleasant Road (N 43.56.152 W 79.50.525),,,,,,,,,,,,,,,
24451,APPROVED,2011,17-7158-49904,Little Esson L.,Fish were 15 cm long.  Fingerligns were delivered to Haliburton from White Lake in the fall for spring outplanting.,,,,,,,,,,,,,,,,
24453,APPROVED,2011,17-7158-49904,Little Esson L.,Fish were 15 cm long.  Fingerligns were delivered to Haliburton from White Lake in the fall for spring outplanting.,Lake received extra fish due to surplus,,,,,,,,,,,,,,,
24454,APPROVED,2011,17-6817-49800,Minden L.,Fish were 15 cm long.  Fingerligns were delivered to Haliburton from White Lake in the fall for spring outplanting.,,,,,,,,,,,,,,,,
24455,APPROVED,2011,17-6612-49977,Sprat L.,Fish were 15 cm long.  Fingerligns were delivered to Haliburton from White Lake in the fall for spring outplanting.,,,,,,,,,,,,,,,,
24456,APPROVED,2011,17-7005-50007,West L.,Fish were 15 cm long.  Fingerligns were delivered to Haliburton from White Lake in the fall for spring outplanting.,,,,,,,,,,,,,,,,
24463,APPROVED,2011,17-5609-47335,Young's Cr.,"532 eggs were shipped from Tarentorus FCS to Pauline Johnson school on about April 18, 2011.  The eggs were raised to fry in the school hatchery.  The eggs were from Lot 355, lot code GNTT11TT.",,,,,,,,,,,,,,,,
23821,APPROVED,2009,17-6588-47698,Welland R.,Fish were 1.5 to 5 inches long.,,,,,,,,,,,,,,,,
23409,APPROVED,2010,17-6171-47450,Grand R.,,Brad Dixon at Rockwood CA sent the stocking information.  30cm long fish at about 2 pounds each.,,,,,,,,,,,,,,,
23192,APPROVED,2010,17-3874-50782,Tobacco L.,Actual average weight is 0.416 grams each,,,,,,,,,,,,,,,,
23193,APPROVED,2010,17-3532-50820,Silver L.,Actual average weight is 0.416 grams each.,,,,,,,,,,,,,,,,
23194,APPROVED,2010,17-3986-50757,"Kagawong, L.",Actual average weight is 0.416 grams each.,,,,,,,,,,,,,,,,
23199,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 37.168 long 081 24.446,,,,,,,,,,,,,,,
25071,APPROVED,2011,17-4010-51211,Tube L.,130 fry/ml,,,,,,,,,,,,,,,,
25072,APPROVED,2011,17-3990-51207,Denvic L.,130 fry/ml,,,,,,,,,,,,,,,,
25716,APPROVED,2011,17-4006-49280,"Huron, L.",,boat site lat 45 36.82long 081 24.86,,,,,,,,,,,,,,,
23200,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 37.168 long 081 24.446,,,,,,,,,,,,,,,
23201,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 33.821 long 081 38.425,,,,,,,,,,,,,,,
23202,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 33.821 long 081 38.425,,,,,,,,,,,,,,,
25802,APPROVED,2011,17-4006-49280,"Huron, L.",,boat site lat 44 33.854 long 080 24.834,,,,,,,,,,,,,,,
23306,APPROVED,2010,17-7158-49978,Big Barnum L.,Fish were 7 - 9 inches long.,,,,,,,,,,,,,,,,
23307,APPROVED,2010,17-7162-49975,Little Barnum L.,Fish were 7 - 9 inches long.,,,,,,,,,,,,,,,,
24254,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTORUS - FISH WEIGHT NOT SUPPLIED  - FISH 9CM,,,,,,,,,,,,,,,,
24256,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTORUS - FISH WEIGHT NOT SUPPLIED  - FISH 9CM,,,,,,,,,,,,,,,,
24259,APPROVED,2010,17-4006-49280,"Huron, L.",TARENTORUS - FISH WEIGHT NOT SUPPLIED  - FISH 9CM,,,,,,,,,,,,,,,,
24260,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
24261,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
23203,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 34.430 long 081 38.162,,,,,,,,,,,,,,,
23204,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 34.430 long 081 38.162,,,,,,,,,,,,,,,
23205,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 34.430 long 081 38.162
Stocking time was not includes have assumed was 14:28 trip",,,,,,,,,,,,,,,
23206,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 34.430 long 081 38.162
Stocking time not include have assumed was 14:28 trip",,,,,,,,,,,,,,,
23207,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 35.932 long 081 24.944
No time provided have assumed was 11:04 trip.",,,,,,,,,,,,,,,
23208,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 35.932 long 081 24.944
No time provided have assumed was 11:04 trip.",,,,,,,,,,,,,,,
23209,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 32.827 long 081 41.854
No time provided have assumed was 11:50 trip.",,,,,,,,,,,,,,,
23210,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 32.827 long 081 41.854
No time provided have assumed was 11:50 trip.",,,,,,,,,,,,,,,
23211,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 32.884 long 081 41.857
No time provided have assumed was 16:06 trip.",,,,,,,,,,,,,,,
23212,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 32.884 long 081 41.857
No time provided have assumed was 16:06 trip.",,,,,,,,,,,,,,,
23213,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 35.932 long 081 24.944
No time provided have assumed was 11:04 trip.",,,,,,,,,,,,,,,
23214,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 35.932 long 081 24.944
No time provided have assumed was 11:04 trip.",,,,,,,,,,,,,,,
23215,APPROVED,2010,17-4006-49280,"Huron, L.",,"boat site lat 45 32.884 long 081 41.857
No time provided have assumed was 16:06 trip.",,,,,,,,,,,,,,,
23218,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 37.168 long 081 24.446,,,,,,,,,,,,,,,
23219,APPROVED,2010,17-4006-49280,"Huron, L.",,boat site lat 45 37.168 long 081 24.446,,,,,,,,,,,,,,,
23223,APPROVED,2010,17-6171-47450,Grand R.,"40,000 eggs from Tarentorus FCS to Brant Rod and Gun Club resulted in 9000 fish this year. These are part of those 9000 fish.   Maximum fish length was 9.2cm.",,,,,,,,,,,,,,,,
23346,APPROVED,2010,17-6944-49888,Barnum L.,Eggs collected and reared by HHOA from Drag River in Haliburton.  Average length of fish were 4 cm. and weight was 0.4 gm.,,,,,,,,,,,,,,,,
23895,APPROVED,2010,17-7415-48483,"Ontario, L.",,"Stocked at 5th Concession Bridge East Duffins
Same trailer load as LaHave Lot 220C record 23894",,,,,,,,,,,,,,,
24262,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
24263,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
24264,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
24265,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
24266,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
24267,APPROVED,2010,17-4006-49280,"Huron, L.",no weights taken - eggs collected from Indian Brook,,,,,,,,,,,,,,,,
23224,APPROVED,2010,17-6171-47450,Grand R.,"40,000 eggs from Tarentorus FCS to Brant Rod and Gun Club resulted in 9000 fish this year. These are part of those 9000 fish.   Maximum fish length was 9.2cm.",,,,,,,,,,,,,,,,
23225,APPROVED,2010,17-6171-47450,Grand R.,"40,000 eggs from Tarentorus FCS to Brant Rod and Gun Club resulted in 9000 fish this year. These are part of those 9000 fish.   Maximum fish length was 9.2cm.",,,,,,,,,,,,,,,,
27349,APPROVED,2011,17-4006-49280,"Huron, L.","From viewing ponds, breakdown between record 27349, 18 months 50% of 128 fish (64); 27896, 30 months 40% of 128 fish (51); and 27897, 42 months 10% of 128 fish (13); fish not weighed by cohort.",,,,,,,,,,,,,,,,
27350,APPROVED,2011,17-4006-49280,"Huron, L.","From viewing ponds, breakdown between record 27350, 18 months 50% of 30 fish (15); 27893 , 30 months 40% of 30 fish (12); and 27895, 42 months 10% of 30 fish (3); fish not weighed by cohort.",,,,,,,,,,,,,,,,
27352,APPROVED,2012,17-4006-49280,"Huron, L.",average length of fish 8.85 cm,,,,,,,,,,,,,,,,
27353,APPROVED,2012,17-4006-49280,"Huron, L.",average length 8.85 cm,,,,,,,,,,,,,,,,
27354,APPROVED,2012,17-6171-47450,Grand R.,"On Jan 10, 2012 - 21,052 eggs were shipped from Tarentorus FCS to the BRAGC. A total of 16,875 fish were raised and stocked by BRAGC.",,,,,,,,,,,,,,,,
27355,APPROVED,2012,17-4006-49280,"Huron, L.",average length 8.85 cm,,,,,,,,,,,,,,,,
27356,APPROVED,2012,17-4006-49280,"Huron, L.",average length 14.01 cm,,,,,,,,,,,,,,,,
27357,APPROVED,2012,17-4006-49280,"Huron, L.",average length 14.01 cm,,,,,,,,,,,,,,,,
27358,APPROVED,2012,17-4006-49280,"Huron, L.",average length 14.01 cm,,,,,,,,,,,,,,,,
27359,APPROVED,2012,17-4006-49280,"Huron, L.",average length 14.01 cm,,,,,,,,,,,,,,,,
27361,APPROVED,2012,17-6171-47450,Grand R.,"On Jan 10, 2012 - 21,052 eggs were shipped from Tarentorus FCS to the BRAGC. A total of 16,875 fish were raised and stocked by BRAGC.",,,,,,,,,,,,,,,,
27550,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 45 34.060 long 81 38.782,,,,,,,,,,,,,,,
27551,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 45 34.060 long 81 38.782,,,,,,,,,,,,,,,
27553,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 45 34.195 long 081 38.757,,,,,,,,,,,,,,,
27554,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 45 34.195 long 081 38.757,,,,,,,,,,,,,,,
27555,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 45 35.784 long 081 26.284,,,,,,,,,,,,,,,
27557,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 45 33.669 long 081 38.798,,,,,,,,,,,,,,,
27558,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 45 33.669 long 081 38.798,,,,,,,,,,,,,,,
24863,APPROVED,2011,17-7415-48483,"Ontario, L.",,N43 55.343'  W76 50.293',,,,,,,,,,,,,,,
27362,APPROVED,2012,17-6171-47450,Grand R.,"On Jan 10, 2012 - 21,052 eggs were shipped from Tarentorus FCS to the BRAGC. A total of 16,875 fish were raised and stocked by BRAGC.",,,,,,,,,,,,,,,,
27363,APPROVED,2012,17-6171-47450,Grand R.,"On Jan 10, 2012 - 21,052 eggs were shipped from Tarentorus FCS to the BRAGC. A total of 16,875 fish were raised and stocked by BRAGC.",,,,,,,,,,,,,,,,
27364,APPROVED,2012,17-6171-47450,Grand R.,"On Jan 10, 2012 - 21,052 eggs were shipped from Tarentorus FCS to the BRAGC. A total of 16,875 fish were raised and stocked by BRAGC.",,,,,,,,,,,,,,,,
27471,APPROVED,2012,17-4235-50696,"Manitou, L.",,Fish were stocked at Turtle Cr.,,,,,,,,,,,,,,,
23241,APPROVED,2010,17-7159-49996,Allen L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23242,APPROVED,2010,17-7175-50004,East L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23243,APPROVED,2010,17-7202-50014,Little Straggle L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23244,APPROVED,2010,17-7205-49996,Straggle L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23245,APPROVED,2010,17-7212-50015,George L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23246,APPROVED,2010,17-7212-50015,George L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23247,APPROVED,2010,17-7235-50004,Long L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23248,APPROVED,2010,17-7235-50004,Long L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23249,APPROVED,2010,17-7158-49978,Big Barnum L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23250,APPROVED,2010,17-7158-49978,Big Barnum L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23251,APPROVED,2010,17-7162-49975,Little Barnum L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
23252,APPROVED,2010,17-7234-50011,Moose L.,Fish were 6 - 8 inches long,,,,,,,,,,,,,,,,
24760,APPROVED,2011,17-7269-49741,Eels L.,,Fish actually stocked in Eel's Lake at public boat launch,,,,,,,,,,,,,,,
27485,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 44 51.692 long 080 54.923,,,,,,,,,,,,,,,
27486,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 44 51.692 long 080 54.923,,,,,,,,,,,,,,,
27487,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 44 50.930 long 080 57.559,,,,,,,,,,,,,,,
27489,APPROVED,2012,17-7159-49996,Allen L.,"Fish length, 7-9 inches.","Stocking completed in the spring of 2012, no specific dates provided by proponent",,,,,,,,,,,,,,,
27490,APPROVED,2012,17-4006-49280,"Huron, L.",,boat site lat 44 48.786 long 081 01.801,,,,,,,,,,,,,,,
